Title,Content,Content_english,Images,Icon,Source,Source_URL
Minivan,"Minivan hay MPV (Multi-Purpse Vehicle) xe đa dụng là mẫu xe thường sử dụng cho gia đình, có 5-7 chỗ, 3 hàng ghế. Hàng ghế sau cùng thường nhỏ hơn và khi cần có thể gập lại, để tăng không gian chở đồ đạc, có khả năng linh động chuyển đổi giữa chở người và chở hàng hóa. MPV thường có gầm cao hơn sedan nhưng thấp hơn crossover hay SUV. ",,https://drive.google.com/open?id=0B0wE6gMwqohFNTc2bGpQSEUxMlk,,Carly.vn,http://carly.vn/xe-mpv-la-gi.html
Off-road,"Off-road là những con đường mới, hiểm trở, có thể có người đã ghé qua hoặc chưa nhưng không bao giờ bằng phẳng, trải nhựa như đường phố... và người mê off-road là người phải mở đường ở những nơi như thế.",,,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/off-road-thu-choi-vat-va-3249412.html
Xe hạng A,"Xe mini, xe gia đình cỡ nhỏ
Xe mini thường sử dụng động cơ dung tích dưới một lít với 2 chỗ ngồi.  Xe gia đình cỡ nhỏ hay xe nội thị thuộc phân khúc này có tốc độ nhanh hơn xe mini, công năng sử dụng cũng thuận tiện hơn. Trên cao tốc, nếu muốn, xe vẫn có thể đi nhanh hơn các ""đàn anh"" nhưng do kích thước nên phân khúc A luôn thiệt thòi hơn nếu xảy ra va chạm.Khách hàng chủ yếu ở Việt Nam là những người mới mua xe lần đầu, đặc biệt là phụ nữ. Ưu điểm của phân khúc A là khả năng thích nghi trên phố. Với chiều dài dưới 3.400 mm, bạn sẽ thấy ""dễ thở"" như thế nào khi quay đầu trong ngõ hẹp. Những cái tên tiêu biểu là Fiat 500, Daewoo Matiz, Kia Morning, Toyota iQ hay Tata Nano.",,https://drive.google.com/open?id=0B0wE6gMwqohFVm14SFZ1amVNTHc,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/phan-hang-cac-dong-oto-2206077.html
Xe hạng B,"Xe gia đình cỡ nhỏ
Đó là những Ford Fiesta, Hyundai i20 hay Toyota Yaris quen thuộc trên thị trường Việt Nam. Xe thuộc phân khúc này có 3, 4 hoặc 5 cửa và thiết kế với 4 ghế và đăng ký chở 5 người. Những mẫu hatchback hiện hành có chiều dài tối đa 3.900 mm, trong khi kiểu sedan dài khoảng 4.200 mm. Phân khúc B duy trì tốt lợi thế đi trên phố nhưng cải tiến đáng kể tốc độ trên xa lộ. Động cơ từ 1.4 đến 1.6 nên đạt vận tốc cao hơn. Phụ nữ cùng là khách hàng quen thuộc trong phân khúc này. Họ đã từng sở hữu xe, hoặc mua lần đầu.",,https://drive.google.com/open?id=0B0wE6gMwqohFcTlNeUVmMUNiaUU,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/phan-hang-cac-dong-oto-2206077.html
Xe hạng C,"Xe bình dân hạng trung
Chiều dài tối đa 4.250 mm với kiểu hatchback và 4.500 mm với sedan, xe compact đủ chỗ cho 5 người lớn và thường trang bị động cơ từ 1.4 đến 2.2, đôi khi lên tới 2.5. Đây là loại xe phổ biến nhất trên thế giới bởi nó ""vừa đủ"" cho tất cả các nhu cầu từ trên phố, xa lộ hay nông thôn.
Trong danh mục xe bán chạy nhất thế giới có tên Toyota Corolla, thuộc phân khúc C, với danh số 35 triệu chiếc, tính đến 2007. Trong 40 năm tồn tại, cứ 40 giây lại có một chiếc Corolla được bán ra. Ngoài ra, có thể nhắc tới Ford Focus, Honda Civic và những sản phẩm mới nổi như Kia Forte hay Chevrolet Cruze.",,https://drive.google.com/open?id=0B0wE6gMwqohFN2NPaVE3M25hc2M,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/phan-hang-cac-dong-oto-2206077.html
Xe hạng D,"Xe bình dân cỡ lớn
Đủ chỗ cho 5 người lớn và một khoang chứa đồ rộng, động cơ mạnh hơn xe compact và và phiên cao cấp nhất thường là loại 6 xi-lanh. Kích thước xe tùy theo khu vực: ở châu Âu hiếm khi dài hơn 4.700 mm, trong khi ở Bắc Mỹ, Trung Đông và Australia lại thường dài hơn 4.800 mm.
Ví dụ có Ford Mondeo, Toyota Camry, Honda Accord. Ở Mỹ, do thị hiếu mà phân khúc này lại được ưa chuộng. Chiếc Camry là xe bán chạy nhất của Toyota ở Mỹ chứ không phải Corolla.",,https://drive.google.com/open?id=0B0wE6gMwqohFcVY3ZU54b2MzUnM,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/phan-hang-cac-dong-oto-2206077.html
Xe hạng E,"Xe hạng sang
Ở châu Âu và một số thị trường, phân hạng E dành cho những mẫu xe được đưa lên hàng sang trọng, bắt đầu từ Audi A4, Mercedes C-class, BMW serie 3 hay Lexus IS. Giữa hạng E và hạng D, khái niệm về chiều dài tổng thể không còn được sử dụng. Trên thị trường sẽ chỉ so các dòng xe hạng sang với nhau. Ít ai so sánh Toyota Camry với Mercedes C-class bởi một điều chúng ""không cùng đẳng cấp"", dù kích thước có thể ở cùng một hạng.
Những chiếc A4, serie 3 hay C-class có thể coi là dòng thấp nhất của phân khúc hạng sang. Nhưng do nhu cầu thị trường, các hãng ngày tung ra các mẫu nhỏ hơn như A-class của Mercedes, A1 của Audi hay serie 1 của BMW. Chưa có cách nào để phân loại những dòng xe mới này.",,https://drive.google.com/open?id=0B0wE6gMwqohFMF9RTTRybzFRa2M,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/phan-hang-cac-dong-oto-2206077.html
Xe hạng F,"Xe hạng sang cỡ lớn
Từ Audi A6, Mercedes E-class, BMW serie 5 hay Jaguar XF có thể thấy xe thuộc phân khúc này thường rộng rãi, có sức mạnh (dung tích động cơ trên 2.000 phân khối) và trang thiết bị sang trọng. Ở hạng sang, những chiếc A6, E-class hay serie 5 được ví như Corolla trong dòng bình dân. Trang bị đầy đủ hơn A4, C-class hay serie 3. Động cơ cũng lớn hơn.
Nhưng phân khúc này còn ngăn cách một bậc so với các đàn anh A8, S-class, LS hoặc serie 7 vốn thường được gọi là ""hạng sang cao cấp"". Nằm chung phân hạng F nhưng các mẫu ""hạng sang cao cấp"" dài hơn, động cơ với 6, 8 hoặc 12 xi-lanh và trang bị tốt hơn xe sang hạng trung. Chúng là những mẫu sản xuất trên dây chuyền hàng loạt cao cấp nhất. Tất cả những công nghệ mới nhất, trang bị tốt nhất và chất lượng phục vụ tốt nhất đều được Mercedes, Audi, BMW, Lexus ưu tiên cho phân khúc này.",,https://drive.google.com/open?id=0B0wE6gMwqohFcFViWTJaN0tJNlU,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/phan-hang-cac-dong-oto-2206077.html
Xe hạng J,"Xe SUV. SUV là viết tắt của cụm từ tiếng Anh: Sport Utility Vehicle. 
Đó là dòng xe thể thao đa dụng.
Dòng xe này có những đặc trưng nổi bật như sau:
Khung xe có kết cấu thân trên khung tương tự như của xe tải
Thường dẫn động 4 bánh (còn gọi là xe 2 cầu)
Khung gầm cao
Thiết kế đơn giản, vuông vắn, khỏe khoắn
Thường có 5 cửa, 5-7 chỗ, 2 khoang (khoang máy, khoang hành lý liền với khoang hành khách)",,https://drive.google.com/open?id=0B0wE6gMwqohFeGZXellkV25nMU0,,Carly.vn,http://carly.vn/xe-suv-la-gi.html
Xe hạng M,"(Multi Purpose Cars) Hạng gia đình đa dụng, giống như minivan hạng nhỏ tại Mỹ như Toyota Innova, Mitsubishi Grandis",,https://drive.google.com/open?id=0B0wE6gMwqohFR2tnOEYxNWV0QzA,,Báo Thanh Niên,http://xe.thanhnien.vn/kham-pha/tieu-chi-phan-hang-xe-viet-nam-phan-hang-xe-theo-chuan-nao-11707.html
Xe hạng S,"(Sport Coupes): Dòng xe coupe thể thao. Xe thể thao, grand tourer (thể thao hạng sang với kiểu coupe 2 cửa, 2 ghế phía trước và 2 ghế nhỏ hơn phía sau), xe mui trần, roadster (mui trần 2 chỗ) và siêu xe đều thuộc phân khúc này. Có thể kể đến BMW serie 6, Mercedes CLK, Audi TT, Mazda MX-5, Porsche 911, Ferrari 458 Italia, Lamborghini Gallardo, Jaguar XK, Maserati GranTurismo, Bugatti Veyron, Pagani Zonda...",,https://drive.google.com/open?id=0B0wE6gMwqohFajBXdVZvUVBUc1k,,VnExpress,http://vnexpress.net/tin-tuc/oto-xe-may/phan-hang-cac-dong-oto-2206077.html
Xe hạng sang,"Xe hạng sang là một thuật ngữ để chỉ 1 chiếc xe được cung cấp với các tính năng cao cấp, hiện đại cả về giá cả lẫn thiết kế.",,https://drive.google.com/open?id=0B0wE6gMwqohFSlU1UUFCOXByQ2s,,wikipedia,https://en.wikipedia.org/wiki/Luxury_vehicle
MT,"MT (viết tắt của Manual Transmission) là xe số sàn hoặc loại số tay. Khi vận hành người điều khiển phải tự sang các cấp số cho phù hợp, đồng thời phải thật linh hoạt kết hợp chân côn điều khiển bộ ly hợp để xe chuyển động một cách trơn chu. ",,https://drive.google.com/open?id=0B0wE6gMwqohFQ3FPa2xGcUdjZTA,,wikipedia,https://en.wikipedia.org/wiki/Manual_transmission
AT,"A/T (viết tắt của Automatic Transmission/Transaxle): là hộp số tự động có tính tối ưu, giúp người lái  giảm bớt được nhiều thao tác khi vận hành xe. ",,https://drive.google.com/open?id=0B0wE6gMwqohFVzJ5S0VNR0JzYkU,,danhgiaxe.com,https://www.danhgiaxe.com/cac-thuat-ngu-o-to-thong-dung-3920
PDK,"PDK (viết tắt của cụm từ tiếng Đức ""Porsche Dopelkupplungsgetriebe - ly hợp kép Porsche”) hay còn gọi là số sàn tự động. PDK có kết cấu như số sàn nhưng điều khiển lại theo số tự động.",,https://drive.google.com/open?id=0B0wE6gMwqohFSUZydEk3U0pMeU0,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/cau-truc-hop-so-ly-hop-kep-pdk-cua-porsche-2151932.html
CVT,"CVT (viết tắt của Continuosly Variable Tranmission): là hộp số tự động vô cấp, tự động biến thiên liên tục theo vòng tua máy.",,https://drive.google.com/open?id=0B0wE6gMwqohFZGRaNFdDRzNEdDQ,,danhgiaxe.com,https://www.danhgiaxe.com/cac-thuat-ngu-o-to-thong-dung-3920
AWD,"AWD (viết tắt của All wheel drive): là hệ thống dẫn động 4 bánh toàn thời gian, đa phần dùng cho xe gầm thấp. 
AWD hoạt động trên nguyên tắc lực mô men được truyền đến tất cả các bánh một cách liên tục ở mọi điều kiện vận hành và hệ thống này cho phép tạo ra sự chênh lệch về tốc độ giữa bánh trục trước và sau tùy vào địa hình.",,https://drive.google.com/open?id=0B0wE6gMwqohFLXM4SFN2UTJNUGM,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/uu-nhuoc-diem-cua-cac-he-dan-dong-2078632.html
FWD,"FWD (viết tắt của Front-wheel drive) là hệ dẫn động cầu trước. Bánh trước trực tiếp nhận công suất và mô-men xoắn.
Ưu điểm: do động cơ đặt phía trên trục trước nên trọng lượng được truyền thẳng xuống bánh dẫn động khiến độ bám đường tăng lên, giúp xe hoạt động tốt ở các mặt đường trơn trượt.
Nhược điểm: trong trường hợp phân bố trọng lượng tập trung xuống phía sau, hệ dẫn động cầu trước rất khó tăng tốc và luôn thất thế trên các đoạn đường thẳng khiến bánh sau bị trượt và không còn ma sát.",,https://drive.google.com/open?id=0B0wE6gMwqohFUk8wRDFGRWRMVWs,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/uu-nhuoc-diem-cua-cac-he-dan-dong-2078632.html
2WD,"2WD) nghĩa là có 4 bánh và 2 bánh làm nhiệm vụ lái, các bánh lái có thể là bánh sau hoặc bánh trước nhưng thường là bánh sau.",,,,wikipedia,https://en.wikipedia.org/wiki/Two-wheel_drive
4WD,"4WD (viết tắt của Four-wheel drive), ký hiệu này nhằm nhận biết những loại xe có kết cấu truyền lực tác động từ động cơ xuống cả 4 bánh.",,https://drive.google.com/open?id=0B0wE6gMwqohFNXFXY0drbXI0T1U,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/uu-nhuoc-diem-cua-cac-he-dan-dong-2078632.html
RWD,"(Rear-wheel drive) Hệ dẫn động cầu sau. Bánh sau trực tiếp nhận công suất và mô-men xoắn.. Với RWD, xe tăng tốc tốt hơn. Hai bánh trước được giải thoát khỏi nhiệm vụ dẫn động và chỉ tập trung vào việc dẫn hướng (bánh lái). Thời kỳ đầu, sử dụng RWD xe phải có trục truyền động và một bộ vi sai để truyền công suất từ động cơ xuống trục sau. Thiết bị này làm tăng giá thành sản xuất và cùng với đó, trọng lượng xe tăng lên. Vì vậy, RWD thực tế là không hiệu quả hơn FWD. Ngoài ra, khi đi xe dẫn động cầu sau mà không có hệ thống kiểm soát độ bám đường, tài xế rất dễ mất lái ở các đoạn đường trơn trượt hay mắc kẹt xuống rãnh, mương, ổ gà.",,https://drive.google.com/open?id=0B0wE6gMwqohFSDdMaUduWVlmMTg,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/uu-nhuoc-diem-cua-cac-he-dan-dong-2078632.html
Lazăng,La zăng (phiên âm từ tiếng Pháp “la + jante”) nghĩa là vành bánh xe hay mâm bánh xe.,,https://drive.google.com/open?id=0B0wE6gMwqohFd1BwNzVCRU5odW8,,wikipedia,https://vi.wiktionary.org/wiki/laz%C4%83ng#Ti.E1.BA.BFng_Vi.E1.BB.87t
Cảm biến lốp,"TPMS (viết tắt của Tire Pressure Monitoring System) - Hệ thống giám sát áp suất lốp: là thiết bị cảm biến tinh vi được thiết kế để đo lường và hiển thị áp suất lốp xe theo thời gian thực, đồng thời sẽ thông báo cho người điều khiển bất kỳ trường hợp nào bất thường.
Hệ thống lốp áp suất bao gồm các thiết bị phát, nhận ăng ten, thiết bị thu và mô-đun hiển thị, được thiết kế đặc biệt để chịu những rung động mạnh, nhiệt độ cao, độ ẩm cao và các hóa chất bên trong lốp xe.",,https://drive.google.com/open?id=0B0wE6gMwqohFU25ucTlhMy1pRUU,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/thi-truong/hanh-trinh-an-toan-voi-thiet-bi-cam-bien-ap-suat-lop-3320950.html
Dầu nhớt đa cấp,"Dầu đa cấp là dầu có độ nhớt thỏa mãn ở nhiều điều kiện nhiệt độ và có độ phân loại khá phức tạp như: các loại dầu động cơ ở các nước hàn đới là loại 5W, 10W, 15W nhưng đa số sản phẩm ở Việt Nam là loại 15W hay 20W, đứng sau “W” có thể là 40, 50 hoặc 60 (ký tự để chỉ khoảng độ nhớt ở 100 độ C), số càng to thì độ nhớt càng lớn.
Do đặc tính của dầu đa cấp nên người ta thường gọi nó là ""dầu bốn mùa"". Khi có chữ ""W"", khách hàng có thể hiểu nó dùng được cho cả mùa đông và mùa hè.",,,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/cach-phan-loai-dau-dong-co-2072693.html
Dầu nhớt gốc khoáng,"Dầu gốc khoáng là dầu được chiết xuất từ dầu mỏ qua quá trình chưng cất, xử lý lọc bỏ sáp và cặn, chúng thường được sử dụng để pha chế dầu nhớt độ nhớt cao. 
Dầu nhớt gốc khoáng có dầu gốc khoáng là thành phần chủ yếu, có thể chiếm từ 85% đến 100% khối lượng dầu nhớt thành phẩm và có vai trò chính đối với tính năng của dầu nhớt. ",,,,wikipedia,https://vi.wikipedia.org/wiki/D%E1%BA%A7u_nh%E1%BB%9Dn
Dầu nhớt pha trộn,Dầu pha trộn là dầu gốc khoáng hoặc tổng hợp trộn thêm phụ gia.,,,,wikipedia,https://vi.wikipedia.org/wiki/D%E1%BA%A7u_nh%E1%BB%9Dn
Cruise Control,"Cruise Control là một công nghệ hỗ trợ người lái. Khi được kích hoạt, thông qua nút điều khiển bằng tay, hệ thống này có thể duy trì tốc độ mong muốn mà không cần người lái phải tác động lực vào chân ga.",,https://drive.google.com/open?id=0B0wE6gMwqohFRjd4M01qZl9YcDg,,Báo Thanh Niên,http://xe.thanhnien.vn/tu-van/vi-sao-nguoi-viet-it-quan-tam-den-he-thong-cruise-control-9022.html
ABS ,"ABS (viết tắt của Anti-lock Braking System được dịch từ tiếng Đức - Antiblockiersystem) tức hệ thống chống bó phanh: đây là một hệ thống trên ôtô giúp cho bánh xe của phương tiện không bị bó cứng trong khi phanh (phanh trượt), chống lại việc bánh xe bị trượt dài trên mặt đường. Hệ thống ABS được phát minh bởi hãng Robert Bosch GmbH và hiện nay là một hệ thống bắt buộc của xe ở một số nước.",,https://drive.google.com/open?id=0B0wE6gMwqohFbGlTUWF1aEN2c0E,,wikipedia,https://vi.wikipedia.org/wiki/H%E1%BB%87_th%E1%BB%91ng_ch%E1%BB%91ng_b%C3%B3_phanh
AFL,"AFL (viết tắt của Adaptive Forward Lighting - Đèn pha mở dải chiếu sáng theo góc lái): là một hệ thống chiếu sáng tiên tiến, trong đó đèn pha phía trước xoay hoặc xoay theo sự điều khiển của tay lái. Đi vào đường cong hoặc xoay quanh một góc, đèn pha xoay lên đến 15 độ với tốc độ khác nhau tùy thuộc vào mức độ nghiêm trọng của đường cong và tốc độ mà chiếc xe đang di chuyển.

AFL hoạt động với cả chùm tia thấp và cao, cải thiện khả năng hiển thị so với đèn pha truyền thống, làm cho việc điều khiển trở nên dễ dàng và an toàn hơn.",,https://drive.google.com/open?id=0B0wE6gMwqohFQVhBQVNDWWJndGM,,http://media.gm.com,http://media.gm.com/media/us/en/gm/home.detail.html/content/Pages/news/us/en/2010/Mar/0326_Lighting.html
ARTS,ARTS (viết tắt từ Adaptive Restrain Technology System): là hệ thống điện tử kích hoạt túi khí theo những thông số cài đặt trước tại thời điểm xảy ra va chạm.,,,,Anycar,https://anycar.vn/doc-thuat-ngu-o-to-de-nhu-an-keo-5206.html
BA ,"BA (viết tắt của Brake Assist) là hệ thống hỗ trợ phanh khẩn cấp. BA hoạt động dựa trên các cảm biến kiểm soát trạng thái pê-đan phanh, bộ phận khuếch đại lực phanh bằng khí nén và các van điện được điều khiển bởi máy tính trung tâm. Nếu phát hiện ra tài xế có hành động phanh gấp, BA sẽ tự động trợ giúp để quá trình diễn ra nhanh hơn.",,https://drive.google.com/open?id=0B0wE6gMwqohFa2pmVGpyX2poVUE,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/cac-cong-nghe-ho-tro-phanh-2090999.html
CATS,"CATS (viết tắt từ Computer Active Technology Suspension): là hệ thống treo điện tử tự động điều chỉnh độ cứng theo điều kiện vận hành. 
Mỗi nhà sản xuất có cách gọi khác nhau, CATS là tên gọi của Jaguar.",,,,techz.vn,http://www.techz.vn/nhung-thuat-ngu-tren-xe-hoi-khong-phai-ai-cung-biet-ylt45157.html
DRL,"DRL (viết tắt từ Daytime Running Light) là đèn chạy ban ngày. Đây là cách thiết kế của các hãng nhằm giúp tài xế tăng cường khả năng nhận diện phương tiện khi di chuyển trên đường. Ánh sáng này thường có màu trắng, vàng hoặc hổ phách.",,https://drive.google.com/open?id=0B0wE6gMwqohFQTkybnVZcXB0TGs,,Vnexpress,http://vnexpress.net/tin-tuc/oto-xe-may/tu-van/vi-sao-xe-may-tu-chau-au-den-sang-ca-ngay-3332358.html
ESP,ESP (viết tắt từ Electronic Stability Programe) là hệ thống ổn định xe điện tử hay cân bằng điện tử nhằm cải thiện tính ổn định của xe bằng việc phát hiện và giúp giảm thiểu sự mất kiểm soát.,,https://drive.google.com/open?id=0B0wE6gMwqohFR3M3NUk4OF9vYlE,,Wikipedia,https://en.wikipedia.org/wiki/Electronic_stability_control
EBD ,"EBD (viết tắt từ Electronic Brake-force Distribution) là bộ phân phối lực nhanh, chúng được lắp thêm vào hệ thống phanh nhằm phân phối lực phanh của từng bánh xe một cách hợp lý theo tải trọng tác dụng khi phanh. Nguyên lý làm việc của bộ EBD gần giống với ABS, tuy nhiên để nhận biết được tải trọng tác dụng lên các bánh xe thay đổi thì trong bộ EBD cần có thêm cảm biến G (G-sensor) lắp ở vị trí gần trọng tâm xe.",,,,danhgiaxe.com,https://www.danhgiaxe.com/su-khac-nhau-giua-abs-va-ebd-5131
HAC/HAS,"HAC/HAS (viết tắt từ Hill Assist Control): hệ thống hỗ trợ hành động ngang dốc (HAC) có tiền thân là hệ thống hỗ trợ lái xe đường dốc - Hill Holder. Hill Holder là tên phát minh của tập đoàn Wagner Electric và công ty Bendix Brake tọa lạc tại South Bend, Indiana. Tác dụng của phát minh này là ngăn chặn cho việc xe bị trượt giốc khi dừng lại giữa đường đèo hay đường dốc. 
Phát minh này ra mắt công chúng vào năm 1936, đến năm 1937 công nghệ này được ứng dụng rất nhiều vào các mẫu xe của hãng Studebaker President và hiện nay hầu hết các mẫu xe đều được trang bị công nghệ hỗ trợ khởi hành ngang dốc tiên tiến.",,https://drive.google.com/open?id=0B0wE6gMwqohFZ3J0Q1hrRXNJVG8,,danhgiaxe.com ,https://www.danhgiaxe.com/he-thong-ho-tro-khoi-hanh-ngang-doc-va-ho-tro-do-deo-10304
